text,company,label
You're probably using your iPad on the go. #disagree #SXSW #uxdes,,0
Wow. They're really trying to tempt me to pick up an iPad 2 tomorrow. {link} #apple #sxsw #austintx,Apple,1
I know it's #SXSW because my iPhone has started lying to me about its signal strength.,Apple,-1
like that's bad RT @mention Sitting at a bar listening to music w 3 ppl who r all nose down on iPhone. Waitress looks confused. #sxsw,,0
"Ok, so it's come to building custom MAPS on Google Maps for each night of #SxSW to organize party itineraries. #Productive.",,0
Wow. That's dedication RT @mention Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,Apple,1
The world's largest iPad. #sxsw {link},,1
@mention 's nexus s on t-mobile is 10x more useful than my iphone4 on AT&T at #sxsw. Is it because too many ppl have iPhone?,Apple,-1
omarg: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,0
Google 80's party at Maggie Maes #Sxsw... Got some free glow in the dark shades,,1
"At Google's scale, tiny changes (even in colors of blue) can be meaningful. There's an optimum shade of blue for links. #sxsw @mention",Google,1
"Hey, that's us!! >> The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW",Apple,1
Hmm...can't get Twitter searches to update in Hootsuite or Tweetdeck on iPad. #SXSW,Apple,-1
@mention ‰ÛÏ@mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,Apple,1
@mention ‰ÛÏ@mention not a rumor: Apple opening up temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,0
@mention (CEO Gowalla) tells his journey of Blinksale to iconbuffet to Packrat. Then the #iPhone was born and the lightbulb turned on...#sxsw,Apple,1
@mention (via @mention #sxsw ipad store sold out of everything except 64gig wifi only white,Apple,1
"(CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is passÌ©. The mobile space has all the buzz {link} #wssxsw",Apple,1
me too :-) RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},Apple,1
"Get (down)loaded Hoot! - RT #HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry & Android {link}",,1
I'm sure {link} is having a Double Rainbow kind of day right now. #google #sxsw,,0
@mention {link} you get the #sxsw app yet? Android version has the schedule.,Google,1
@mention @mention  @mention #sxsw just tried out the new ipad app and it's BEAUTIFUL!!! Ps thanks for the TVontheradio TIX!!! Yall rock!!!,Apple,1
@mention @mention  Google Circles will be their new social media site? Wow. #SXSW,,1
"@mention @mention  In our studies players tell us, Petting my iPhone makes me happy. #tapworthy #sxsw",Apple,1
@mention @mention ‰ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,0
@mention @mention {link} #SXSW Thanks for signing my ipad!,Apple,0
NICE! RT @mention {link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,,0
@mention @mention @mention @mention Paper phones?  Means an iPad will likely be useless at #sxsw as well. #fail,Apple,-1
"@mention @mention @mention @mention Google to Launch Major New Social Network: Circles, Possibly Today {link}  #sxsw",Google,1
"@mention @mention @mention #Platformer CI di venues #SXSW pake 3 app 4sq API,D cnth : Tweetdeck etc (via : iPhone, Android, iPad and PC)",,0
@mention @mention @mention Among Companies Trying to Make Impression at #SXSW Interactive {link} #sxswi,,0
"@mention @mention @mention Google to Launch Major New Social Network Called Circles,rww.to/f6BCEt #sxsw",,0
@mention @mention @mention Hmmm....how fast can #apple build a new store in time for #sxsw  {link},,0
"@mention @mention @mention hope #Apple visits #Art from the iPad, 8th & Congress since #SXSW Gets Own Apple Store {link}",,0
"#Awesome @mention & @mention on ranking: There are no normal results, quit ranking. Page views, unique visitors - these analytics matter #sxsw",,0
google's @mention thinking by making key to agility. drawn out strategic planning can slow unnecessarily. #SXSW #agileagency,,0
All this @mention #sxsw buzz makes me wish I had an Android or I-Phone.  #beforetwitter I wouldn't have had such envy.,Apple,1
@mention @mention $ #tweethouse #ipad #sxsw #dotco,,0
@mention @mention Apple set to open popup shop in core of #SXSW action {link} #ipad2,,0
@mention @mention Apple sets up temporary store at #SXSW; iPad anyone? {link} cc @mention,Apple,1
@mention @mention Apple to open temporary store Friday in the Scarbrough Building at 6th and Congress #SxSW {link},,0
"Cool! RT @mention Apple has opened a makeshift store for #sxsw, iPad2 will be available at 5pm today... #tempted",,0
Download @mention and let's do one in SF this is sweet! @mention @mention @mention {link}  love the vid! (via @LenaShaw) #SxSW,,0
Love it. @mention at #sxsw: apple comes up with cool technology no one's ever heard of because they don't go to conferences,Apple,1
Love it. @mention at #sxsw: apple comes up with cool technology no one's ever heard of because they don't go to... {link},Apple,1
Love. RT @mention Anyone at the show have an iPhone charger? Need to tweet jokes about beards/text ppl to make them jealous. #sxsw,,0
Ran into @mention at the temporary Apple Store with @mention @mention and Amy #sxsw,,0
@mention @mention be sure to check out the @mention jukebox app running party music for #SXSW. With the @mention API.  {link},,0
"I agree, @mention but they're all so great!  iPhone Apps For Mealtime {link} (via @mention #bizzy #sxsw",Apple,1
Watching @mention covering the iPad 2 launch live at the Apple pop-up store in Austin at #SXSW {link},,0
"[LOL] RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",,0
Nice! RT @mention don't forget! come to our Q&A With Google's @mention & Bing's @mention On Ranking panel Mon 12:30pm #sxsw,,0
"Yeah! RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",Apple,1
Woot! RT @mention First Android @mention disc {link} ... Market version coming soon! #SXSW,Google,1
"Yay! RT ÛÏ@mention Flipboard's next platform will be the iPhone, CEO @mention says #sxswÛ",Apple,1
@mention @mention Get GO to work yet? I've been trying for days. #sxsw #android #evo,,0
Nice! RT @mention Getting ready for my iPad 2 vs Android panel at #SXSW come check it out at 230!,,0
Score! RT@mention Google handing out free pi for pi day! #SXSW #win,Google,1
"Whoa. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,1
Cool! RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,Apple,1
"Nice. RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",Apple,1
@mention @mention I'm reading your book on my flight to #SXSW and the guy next to me is reading it on the iPad. BOOM!,,1
Haha! RT @mention If you haven't waited in line for an Apple product you're missing out on an important rite of passage. #sxsw,Apple,1
Hijacked @mention iPhone since mine is DOA. Muahahahahhaahahaa. #SXSW partay time. Thx @mention for dinner,,0
Just met @mention in line at the apple store at #SXSW !!,,0
"Tonight, @mention is checking out The Kills and @mention is checking out the GSD&M/Google party. Come say hi. #sxsw #sxswi #music",,0
Woo hoo! @mention is finally back on the iPhone. {link} #sxsw #il,Apple,1
Austin. ÛÏ@mention Just witnessed a homeless guy giving detailed ipad 2 inventory info to a passerby at the Austin popup store. #SXSWÛ,,0
Nice! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention & @mention {link},,0
@mention @mention lots of iPad 2's here in Austin! Bigger than I thought it would be. #SXSW,Apple,1
"@mention @mention NC is buzzing #iPad2 but geekdom in Austin #SXSW will elevate, smart # Apple.",Apple,1
"Hoot! RT @mention New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, B...",,0
Yeay! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Masha {link},Apple,1
Cute! RT @mention One of my fav photos of #SXSW so far @mention &  @mention #google #SXSW {link},,0
"Damn you @mention party, for walking me past the Apple Store last night. #sxsw",,0
@mention @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW {link},,0
Shame on @mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW t.co/v7jWeKN /v @mention who gave us no credit!,,0
Want! RT @mention Radioshack giving away portable iPhone and laptop chargers on 1st floor of acc. #sxsw,,0
@mention @mention saw this morning that Google Circles would start rollout at #sxsw - not holding breath but open-minded,,1
"@mention @mention send over early app access for iOS or Android, be glad to be on the QA team to help out #sxsw",,0
"@mention @mention Similarily, Tweetcaster for Android lets you zip tweets w annoying hash tags, like #sxsw",Google,0
"I want a @mention SO bad for #sxsw, would make our live blogging from the iPad so much more efficient. Beautiful case!! Beats my leather 1",Apple,1
Watch as @mention scores the @mention search showdown at #SXSW: {link},,0
Woohoo! ÛÏ@mention Standing in line. For the 6th time. #ipad2 #apple #sxsw #popupstoreÛ,Apple,1
Woot! RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW,Apple,1
@mention @mention taking a google tour tomorrow then staying in the bay area Tom night then flying to AUS first thing for #SXSW,,0
@mention @mention Thank you all for retweeting @mention @mention & me about the link re #sxsw & the popup Apple Store.,,0
@mention @mention Thanks for the love! Show us your iPhone via twitpic and we'll share the love ;] #zazzlesxsw #sxsw,Apple,1
@mention @mention will be in the new update for android in a week or so..debuting at #sxsw..go @mention,,0
@mention @mention Wishing you a most excellent day at #sxsw today! I've got iPad envy!,Apple,1
#justmet @mention who worked for Apple for 25 years! #SXSW,Apple,1
"#SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: {link}",Apple,1
Nice! RT @mention Wiebe walking through conceptual graphing {link} #sxsw,,0
"@mention @mention you probably know this, but #Apple is opening a Pop-Up store in Austin For #SXSW. You can et the #iPad2  there!",Apple,1
"Funny RT @mention Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}",Apple,1
Nice! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Google,1
Now *that* is customer service ‰ÛÓ Apple opens temporary store near #SXSW {link},Apple,1
*APPLAUDS*' {link} Holler Gram is the most fun iPad app!! It's for #sxsw but fun for anyone to play with!!,Apple,1
"Dealing w/ @mention white freeze screen far too much, while at #SXSW everyone has an iPhone...making conversion a possibility #Efficient",Apple,1
@mention & @mention are becoming competitors 4 @mention now that they're starting to realize #checkins are cool. #sxsw #sxswi,,0
@mention & @mention are wearing what I have been up to all day at #SXSW for @mention #iPhone #iosdevices {link},,0
@mention & @mention were quick to encourage SEO practitioners to avoid dwelling on page rank (focus on content) #sxsw,,0
@mention & @mention Who needs to go to #SXSW when you can download a SXSW sampler for free? #BallinOnABudget {link},,0
@mention & I just finished a mad dash to complete an iPad-formatted web app for a client that'll be showing it off at #SXSW. It's been fun.,,0
At #SXSW & looking to sell your iPad 1?,,0
At #sxsw & want to drink free? Get the Ask Around IPhone App to find out where we are & join us for drinks in #Austin.,,0
Wanna 5'6 chinese dude as your bff? Bring me an effen iPhone charger #sxsw,,0
"Estoy en Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,0
"Ideally, Google logos bring people together socially. @mention (creative lead for the google doodle team) #gsdm #googledoodle #sxsw",Google,1
@mention I've only seen one iPad 2 at #SXSW so far. Then 30+ audience members raise their iPad 2's.,,0
"@mention I've worked at Google for over 11 years, so I've seen a lot of evil. #qagb #sxsw",Google,-1
"@mention OMG I'm gonna miss 2 panels at #sxsw standing in line for and 1 panel playing with my new iPad, but it'll be worth it. #ponies",Apple,1
"Apple is the classiest, fascist company in America, says @mention #sxsw",,0
Re: iPad The arm is a giant meat-pointer hilarious. @mention #sxsw,Apple,1
@mention #@mention android dev meetup you say?? #SXSW #SXSW,,0
#SXSW Tip#2 Use your smartphone's Google Maps App when you land in Austin to find the next $1 bus downtown. :) {link},Google,1
The only #airline to be mentioned by Guy Kawasaki as delightful like Apple (drumroll)... @mention (!!) Congrats! #sxsw,Apple,1
Must see #android app at #sxsw Bizzy {link},Google,1
@mention #Apple is setting up a special temp store just for us at #sxsw in Downtown #Austin ;) #ipad2 {link},,0
"hoping a #blackberry or #sprint popup store opens up so i can get an xtra battery.  Yes, I still have sprint and a blackberry #sxsw #apple",,0
@mention #BT #SXSW Having a really GREAT social search is probably a very good idea for #google @mention,Google,1
@mention #discovr now available on #iPhone and killing it at #sxsw - GET IT!! - {link},Apple,1
Google's #geosocial Offers platform goes live at #SXSW {link},,0
Updated: #HBS #StartupTribe meets at #SXSW Sat 3/12 4pm info--> {link} - Drinks + @mention + students. Check back 4 changes,,0
@mention #hollergram app is killing it at #sxsw {link},Apple,1
"@mention #iPad Lounge at @mention - Free daily for #sxsw - free coffee, #iPad #Art. Recharge. Austin Details {link}",,0
"Why not? #iPad2 #SXSW #popup @mention Apple Store, SXSW {link}",,0
#pubcamp #kirkus #sxsw   download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!,Apple,1
#pubcamp #kirkus #sxsw download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!,Apple,1
Scored a #mophie juice pack at the #tradeshow #sxsw. Double your iPhone battery!,,0
Lightbox #Photos Wants To Be Your New #Android #Camera #App (#SXSW) {link},,0
"Oh yeah! #saysshewithoutanipad RT @mention Flipboard's next platform will be the iPhone, CEO @mention says #sxsw (via @mention",Apple,1
#sxsw At #smileyparty and really want to win sn iPad!!!!!,Apple,1
@mention #sxsw - free tunage on iTunes {link},Apple,1
#killing #sxsw you can google a canadian tuxedo and lose yourself for hours,,0
Heard at #sxsw #Android is now the leading market share of smart phones in US. #getjarsxsw,Google,1
@mention #SXSW #Apple #iPad2 {link},,0
"@mention #sxsw #google tv - thanks to Google TV, I can watch Guy live in my own living‰Û_ {link}",Google,1
@mention #sxsw #ipad fans get really excited for the unique design of  the klick #sleeves. Do you have any models with straps?,Apple,1
"Day 5 of #sxsw already! What are you doing? Share photos, video with iReport: {link} or through CNN iPhone app!",,0
Official #SXSW App ‰Û÷SXSW GO‰Ûª {link} #android #iphone #ipad,,0
"With the #sxsw app and Google Maps, I'm pretty sure that the schwag bag is just a waste of paper.",Google,1
"@mention #sxsw blogger is orange, wodpress is blue, Google owns the market, so what do you do #winning",Google,1
My first #SXSW blog post for the @mention Grand opening of the Apple popup store {link},Apple,1
Those at #SXSW check out the Holler Gram ipad app from @mention  {link} < tis covered in awesome sauce!,Apple,1
@mention #SXSW don't forget @mention to plan your schedule. Plus our free iphone app {link},Apple,1
Engaging #sxsw filter on my @mention iPhone/iPod Twitter app. #youkidshavefun,,0
"All this #sxsw gadget lust is rubbing off on me, I think I want an iPad 2... must escape soon!",Apple,1
"Now that #SXSW Interactive is over, can #Apple redirect those daily #iPad2 shipments from their Austin pop-up store to the SF Bay Area?!",,0
@mention #SXSW iPad rocks,Apple,1
Official #SXSW IPhone/iPad/iOS meetup is almost all employers looking for developers.  {link},,0
@mention #sxsw is going to be alot better when u have iPad 5 to carry around ;),Apple,1
"#sxswnui #sxsw laptop denotes work, #iPad denotes fun",Apple,1
Google's #SxSW party theme is Party like it's 1986 :) (@mention Maggie Mae's) [pic]: {link},Google,1
Any nice #sxsw people want to suggest where I can get a pre-paid microsim for iPad in downtown Austin?,,0
Enjoying #SXSW Radio Station {link} If you have an iphone use link {link} & plug it into your sound system.,Apple,1
Me too!! #sxsw RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,Google,1
"@mention #SXSW so far: partied w/ google, twilio, Lego, milyoni (sick taco party), now big boi concert by 4sq and instagram.",,0
My first #SXSW survival kit. iPhone not in the shot because I'm using it to take the picture.  {link} I might be ready.,Apple,1
Who's at #sxsw that can a 64gb iPad 2 with 3G? I'll Paypal right now! ;),Apple,1
Fear not #SXSW-ers! RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW {link},Apple,1
"#tech At #SXSW, #Apple schools the marketing experts {link} #technology",,0
"#tech At #SXSW, #Apple schools the marketing experts: Thousands are in town to demonstrate their social... {link} #technology",,0
"At #SXSW, Apple schools the marketing experts  {link}",Apple,1
"#tech At #SXSW, Apple schools the marketing experts {link}",Apple,1
"bored at #SxSW, try this iphone app: {link}",Apple,1
"Today at #SXSW: Bulletproof UX strategy, games & design patterns with Google, and the anatomy of a design decision.",,0
Free for #SXSW: fluffertraX Radio #iPhone app--{link},,1
Going to #SXSW? Come by the #EMC Consulting booth for your chance to win an iPad 2! @mention @mention,Apple,1
Going to #SXSW? Join Google & YouTube for special events & more: {link} #googlesxsw,,0
Going to #SXSW? Plan to visit the #EMC booth for your chance to win an iPad! @mention @mention,,0
Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp,Apple,1
At #sxsw #tapworthy iPad Design Headaches - avoiding the pitfalls of the new design challenges,Apple,-1
@mention #webmobile talking about #mVideo. Talked about iPhone and Android video but what about the other 85% of phones? #SXSW,,0
#winning #winning - just gave away 5 red mophie juice pack air's to fans with #Tigerblood at #SXSW No more dead iPhone batteries 4 them!,,0
Evernote + iPhone is awesome for #sxsw notes/photos #taccsxsw,Apple,1
Disaster = iPhone died in middle of #sxsw ... can't function. heading to apple store.,Apple,-1
Quadroid = Qualcomm + Android just called the platform of the next decade vs Wintel #sxsw #cloud,Google,1
If I had $1 for every person holding his iPhone above his head to take a pic of this crowd....I would have several dollars. #SXSW,,0
"I'll pay $900 for a new iPad 2, white, 32 GB, 3G in the next 20 hours. {link} #willpay #sxsw #zaarly",Apple,1
@mention $AAPL should've just put the iPad pop-up store right after the badge pickup line for #SXSW in the convention center,,0
#google 80's party @mention maggie's! Hair did makeup did and rockin out with @mention #sxsw,,0
Google: 40% of map usage is mobile. Seeing a demo of new version of mobile maps. Nice! #SXSW,Google,1
"The iPad 1 is so March 11, 2011 4:59PM PST. #sxsw",Apple,-1
"#SXSW 2011 Trends:
Out: Google
In: Twitter
Next: Angry Birds",Google,1
#SXSW 2011: Demo Of Samsung TV Controlled By #Android Phone {link},,0
#SXSW 2011: Novelty of #iPad news apps fades fast among digital delegates {link} via @mention,Apple,-1
#SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link},Apple,-1
#SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link},Google,-1
#SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link} via @mention @mention,,-1
Not even 10am here in Austin and my iPhone batt is at 54% - shit #SXSW #notevenstartedyet,Apple,-1
Google's 1986 themed party at #sxsw  @mention Maggie Mae's {link},,0
The iPad 2 goes on sale next Friday...the Austin Apple Store is going to be busy! #SXSW,Apple,1
The iPad 2 is just a better product... They have had time to make worthwhile improvements... @mention Diller #SXSW,Apple,1
The iPad 2 launch is all the buzz at #SXSW 2011 {link} via @mention @mention #apple #tablet #marketing #advertising #ipod,Apple,1
The iPad 2 launch is really at *South By* in Austin?  That is so inde.    ‰ÛÓ  #sxsw #mac #ipad @mention,Apple,1
The iPad 2 line is only about 20 minutes long #sxsw,,0
The iPad 2 Takes Over #SXSW [#VIDEO] {link} #channels #gadgets #news #uncategorized,Apple,1
The iPad 2 Takes Over #SXSW [#VIDEO]: One of the biggest events the first day of SXSW 2011‰Û_ {link},Apple,1
The iPad 2 Takes Over #SXSW [VIDEO] {link},Apple,1
The iPad 2 Takes Over #SXSW [VIDEO] {link} via @mention @mention,Apple,1
The iPad 2 Takes Over #SXSW [VIDEO]: {link},Apple,1
The iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable,Apple,1
The iPad 2 Takes Over SXSW [VIDEO] {link} #apple #iPad #SXSW,Apple,1
The iPad 2 Takes Over SXSW [VIDEO] {link} #ipad2 #SXSW,Apple,1
Get over 20 free tracks from the @mention Music Sampler! @mention has a track on there! Check it out @mention {link} #SXSW,,0
Download 20+ free tracks from the @mention Music Sampler on @mention including @mention {link} #SXSW,,0
My #sxsw 2011 new iPhone app page. What's missing? See any breakouts? {link},,0
We're at 2nd and congress #SXSW #RewardsWagon with @mention bookbook iPad cases. Get here fast. :),Apple,1
@mention 3 & @mention  VS @mention & Groupon or Living Social-type Rewards - {link} Battle for #SXSW begins!,,0
Google #h4ckers audience 95% male- devs are smart (& easy when there's free alcohol) ;) #SXSW  @mention Speakeasy {link},,0
The new #4sq3 looks like it is going to rock. Update for iPhone and Android should push tonight {link} #SXSW #KeepAustinWeird,,1
I'd say 75% of booths at this tradeshow are waffling off an iPad 2. About the same portion have reps dressed up as crazy characters. #SxSW,,0
"#sxsw: #15slides: Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",,1
#wjchat Q7A: I'm going iPhone/iPad only. Bought a Zagg keyboard. I have high hopes this plan will work. #SXSW,Apple,1
{link} via @mention pretty neat database I must say.  does it work on my #android we shall see. #sxsw #party #free,Google,1
Just won a @mention #sxsw mystery prize! I hope it's an iPad 2:) Thanks for a great panel and the gift. #DiscoTalk,Apple,1
"$15k for a high-quality PDF iPad app is a good investment for small mags, says Chris Tomlinson, formerly Texas Obs (now AP) #sxsw",Apple,1
We setup a #SXSW demo restaurant page. Sign up or download our iPhone app to check it out {link} & say hi to @mention at #SXSWi,Apple,1
Just got a back door invite to the Google party. goona network my ass off! #SXSW,Google,1
Great idea behind #circles RT @mention & @mention Google Launching Secret New Social Network Called Circles {link} #sxsw,Google,1
"3rd time a charm? All about privacy! RT @mention Google to Launch New Social Network, Circles, maybe today? {link} #sxsw",,1
Just got a free iPhone charger. Someone came up to me and gave me one randomly. I love #sxsw!,Apple,1
Just got a free iPhone-charger from Alex on the #Powermatteam. Wow. Makes life at #SXSW so much easier! Thanks!  {link},Apple,1
...a full service web app (MAC)... - I can only assume that this is something like an iPhone app for Internet Explorer. #sxsw,,0
Enjoying a Google ice cream sandwich at the GSD&M party...with an edible wrapper! #welivehere #gsdm #SXSW  {link},Google,1
"There is a great festival #app for #sxsw featured on the app store works with google maps and plan schedule, and it's #free",Apple,1
"Watching a guy simultaneously use a laptop and an iPad. The Force is strong with this one, mmm. #sxsw",Apple,1
That was a hoax then. RT @mention We're not launching any products at #SXSW but we're doing plenty else.  {link},,0
The Beluga iPhone app is the highlight of this #SXSW. Excellent way to coordinate the #sxsw4japan relief effort.,Apple,1
there is a line in front of the secret apple ipad store on congress ave but it's not very long. the line at sbux is longer. #sxsw,,0
Apple is a more selfish brand than Microsoft but it has served its brand well.#sxsw,Apple,-1
Just got a new #iPad case from @mention #SXSW - check out the female alien {link},,0
"Go Game, a new #LBS scavenger hunt , launches at #SXSW.  Service creates customized games for events. via @mention {link}",,0
Just saw a preview of the new @mention iPad app. Awesome. #sxsw,Apple,1
"Watching a promo for Google earth engine at 'Techies can save the world, why don't they?'. Harnessing collective power for good. #sxsw",Google,1
If I was a really bad person I could have just stolen this guys ipad... Just saying. #sxsw,Apple,1
Just had a really great #mophie experience at #sxsw -a user for over 3 months I highly recommend their iPhone 4 battery #goodcustomerservice,Apple,1
It's not a rumor: #Apple is opening up a pop-up store in downtown Austin for #SXSW & iPad 2 launch (via @mention {link},Apple,1
It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,0
It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB,,0
It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch: It'... {link},Apple,1
Not just a rumor: the pop-up Apple Store at #SXSW exists...and they're still selling iPads.  {link},,0
" RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,0
"Just got a shiny new #iPad2 at #SXSW ? Discover new music with {link} (built in HTML5, not Flash - looks great on iPad)",Apple,1
Watching a talk by the guy who hired Jony Ive into Apple. #SXSW #industrialdesign,,0
There is a tech bro posed as a homeless person outside the apple pop up with a sign asking for $$$ for an iPad #SXSW,Apple,1
#sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.,Apple,1
At Q&A with Google and Bing on website rankings. Fun. #sxsw,Google,1
Is Marissa@mention #SXSW wearing a Missoni top????,,0
"Learning ab Google doodles! All doodles should be light, funny & innovative, with exceptions for significant occasions. #GoogleDoodle #sxsw",,0
"3/5 available for Android. >> 5 Absolute, Must-Have Apps to Rock #SXSW Interactive by @mention {link} via @mention",Google,1
Free portable iPhone charger from @mention I'm about to use the heck out of this at #SXSW. {link},Apple,1
saw #Hashable pushed out an update to its iPhone app - looks ready to use as the paperless biz card solution for  #SXSW,Apple,1
It's probably best to keep me away from any Apple pop up stores - the temptation to get a White 3G iPad for #SXSW is insanely tempting.,Apple,1
"Learning about all the latest food related apps.  Half the people in this rm make apps #sxsw #gsdm check out lovefresh, coming soon  iphone",Apple,1
Not just about pretty content. Nat Geo has pretty article on iPad. Cooler is twitter list of current Arctic explorers. #flipboard #SXSW,Apple,1
@mention about to talk at #sxsw on mistakes building #Netflix #iphone app,,-1
"Learning about using HTML5 across multiple devices by looking at freebeernear.me on the Web, Android, OSX and iPhone #hack5 #sxsw #donline",,0
Keeping tabs on #sxsw via  @mention Awesome iPad app,,0
fucking mac users..... {link} #sxsw CWebb iPad Grant Hill,Apple,-1
Google Places with Hotpot personalized friend recommendations are pulled from... Facebook??? #SXSW,,0
"Yikes, reached a new level of Apple-fanboyism last night: literally fell asleep with a MacBook Pro, iPad 2, & iPhone 4 on top of me. #SXSW",Apple,1
"Touch: trackpads first, iPhone, iPad - positives- more natural, don't have to sit, mobile, more relaxed #SXSW #sxswnui",Apple,1
"#SXSW ‰ÛÒ Rackspace Startup Program, Cloud 2.0 #iPad App Launched {link} via @mention",,0
Has an iPad 2 !!! Wohooo! Tnx Apple for the popup shop at #sxsw!,Apple,1
My 2nd iPad 2 (wi-fi only) has been sold. Used Craigslist and avoided those pesky eBay fees. #ThankGod. #SXSW.,,0
Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,,0
Got my ipad 2 and gave to red cross for japan what a first day at #sxsw,Apple,1
Win an iPad 2 at SXSW via @mention ! #sxsw {link},Apple,1
Win an iPad 2 from @mention - just submit & vote up your favorite quotes from #SXSW at {link} {link},,0
"has an ipad 2 in his hands, and it is exquisite. #sxsw",Apple,1
Video: iPad 2 Line Walk: Austin Texas. Did you get one today? - #SXSW {link},,0
Is the iPad 2 out yet in USA? Or will it be during #SxSW?,,0
Win an iPad 2! via @mention Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #entrepreneur #smallbiz #ceokidschat,Apple,1
writer iPad app {link} saved my ass on flight & each bigger #SXSW panel - good job @mention @mention :) {link},Apple,1
Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},Apple,1
Win an iPad at SXSW via @mention #sxsw {link},Apple,1
Won an iPad case at @mention talking about search research at #SXSW!,,0
#SXSW: iPad Design Headaches (Take Two Tablet and Call Me in the Morning) {link},Apple,-1
Already had my first Google Circle search result. {link} cc @mention @mention #sxsw,Google,1
so the iPad will be available while I'm in Austin for #sxsw -- this is major #GeekDilemma,Apple,1
"#tech #iPad_2 Gets Temporary ##Apple_Store for #SXSW: Apple is setting up a temporary store in Austin,... {link} #technology",,0
#sxsw: ipad2 is coming for you! Will you buy? RT @mention Apple to open a store near SXSW for ipad 2 release. {link},Apple,1
"Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",Apple,1
beyondbroadcast: #sxsw #evaporation @mention @mention Business model is the platform; iPhone app makes tools... {link},,0
Monday's Adfonic Daily is Out! Read about #iphone white release #Google social #sxsw and all things #mobile here ‰Ðü {link},Apple,1
"LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad & my droid!",Apple,1
gettin ready for #sxsw  @mention Apple Store {link},,0
@mention After #SXSW I will never again take a fully charged IPhone for granted; 24/7 pics edit tweet 4square apps =zap! <Good 2 kno!,,1
"packing bag for #sxsw,not taking DELL laptop (sorry richard)...at the mercy of bb torch and iphone, webmail too i suppose...cheers",Apple,1
Best schwag I've seen at #SXSW is the @mention battery charger for your iPhone. How do I get one?!?!,Apple,1
